KOD POCZTOWY;ADRES;MIEJSCOWOŚĆ;WOJEWÓDZTWO;POWIAT
19-420;Poczta Kowale Oleckie;Kowale Oleckie;warmińsko-mazurskie;Powiat olecki
19-500;Poczta Gołdap 001, ul. Królewiecka 1;Gołdap;warmińsko-mazurskie;Powiat gołdapski
19-500;Skrytki Pocztowe Poczta Gołdap 001, ul. Królewiecka 1;Gołdap;warmińsko-mazurskie;Powiat gołdapski
19-501;Poczta Gołdap 003, ul. Armii Krajowej 34 C;Gołdap;warmińsko-mazurskie;Powiat gołdapski
19-504;Poczta Dubeninki, ul. Mareckiego 12;Dubeninki;warmińsko-mazurskie;Powiat gołdapski
19-520;Poczta Banie Mazurskie, ul. Konopnickiej 39;Banie Mazurskie;warmińsko-mazurskie;Powiat gołdapski
20-001;Instytucja Rejonowy Urząd Poczty w Lublinie, ul. Krakowskie Przedmieście 50;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-001;Poczta Lublin 001, ul. Krakowskie Przedmieście 50;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-002;ul. Krakowskie Przedmieście od 2 do 60, od 1 do 29;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-003;Pl. Czechowicza Józefa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-003;ul. Przechodnia;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-003;ul. Wróblewskiego Walerego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-004;Pl. Kochanowskiego Jana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-004;ul. Narutowicza Gabriela od 2 do 22, od 1 do 29;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-005;Pl. Wolności;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-005;ul. Górna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-006;ul. Kołłątaja Hugona;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-006;ul. Kościuszki Tadeusza;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-007;ul. Peowiaków;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-008;ul. Hempla Jana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-009;ul. Kapucyńska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-010;ul. Dolna Panny Marii;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-010;ul. Gminna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-010;ul. Graniczna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-010;ul. Mościckiego Ignacego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-010;ul. Siostry Bożeny Szerwentke;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-011;ul. Piłsudskiego Józefa od 2 do 22, od 1 do 13;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-012;ul. Ochotnicza;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-012;ul. Strażacka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-012;ul. Szczerbowskiego Adama;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-013;ul. Narutowicza Gabriela od 62 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-014;Poczta Lublin 015, ul. Narutowicza 80 A;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-015;ul. Wschodnia;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-015;ul. Środkowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-016;ul. Narutowicza Gabriela od 24 do 60, od 31 do 61;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-017;ul. Narutowicza Gabriela od 63 do 69;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-018;ul. Rowerowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-018;ul. Wiercieńskiego Henryka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-019;ul. Narutowicza Gabriela od 71 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-020;ul. Lipowa od 1 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-021;ul. Solna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-022;ul. Konopnicka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-022;ul. Krucza;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-022;ul. Okopowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-022;ul. Orla;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-023;ul. Chopina Fryderyka od 12 do ostatniego, od 17 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-024;ul. Lipowa od 10 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-025;ul. Chmielarczyka Maksymiliana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-025;ul. Sztajna Józefa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-026;ul. Chopina Fryderyka od 2 do 10, od 1 do 15;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-027;ul. Hipoteczna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-027;ul. Karłowicza Mieczysława;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-027;ul. Lipowa od 2 do 8;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-027;ul. Sądowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-028;ul. Aleje Racławickie od 2 do 6;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-029;ul. Żwirki i Wigury;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-029;ul. Grottgera Artura;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-029;ul. Skłodowskiej Curie Marii;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-029;ul. Uniwersytecka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-030;ul. Biała;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-030;ul. Obrońców Pokoju;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-030;ul. Raabego Henryka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-031;Pl. Skłodowskiej Curie Marii;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-031;ul. Radziszewskiego Idziego od 2 do 16, od 1 do 15;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-032;ul. Langiewicza Mariana od 2 do 4, od 14 do 16, od 26 do ostatniego, od 1 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-033;ul. Akademicka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-034;Poczta Lublin 011, Al. Racławickie 31;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-035;ul. Langiewicza Mariana od 6 do 12, od 18 do 24;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-036;ul. Czwartaków od 13 do 15;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-036;ul. Radziszewskiego Idziego od 18 do 18, od 17 do 17;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-037;ul. Aleje Racławickie od 8 do 24;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-038;ul. Weteranów od 2 do 18, od 1 do 13;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-039;ul. Radziszewskiego Idziego od 20 do ostatniego, od 19 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-040;ul. Sowińskiego Józefa od 2 do 22, od 1 do 23;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-041;ul. Łopacińskiego Hieronima;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-042;Poczta Lublin 009, ul. Łopacińskiego 5;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-043;ul. Aleje Racławickie od 26 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-043;ul. Księdza Profesora Józefa Tischnera;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-043;ul. Pagi Lesława;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-043;ul. Spadochroniarzy;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-044;ul. Weteranów od 20 do ostatniego, od 15 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-045;ul. Beliniaków;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-045;ul. Czwartaków od 2 do ostatniego, od 1 do 11, od 17 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-045;ul. Generała Bema Józefa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-045;ul. Godebskiego Cypriana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-045;ul. Wysockiego Piotra;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-046;ul. Puławska od 2 do 24, od 1 do 17;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-047;ul. Szarych Szeregów;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-047;ul. Zuchów;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-048;ul. Legionowa od 2 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-049;ul. Aleje Racławickie od 19 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-050;Poczta Lublin 008, Al. Langiewicza 10;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-051;ul. Puławska od 19 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-052;ul. Księdza Popiełuszki Jerzego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-053;ul. Legionowa od 1 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-054;Al. Długosza Jana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-055;ul. Skautów;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-056;ul. Lelka Sowy Stefana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-057;ul. Junoszy Klemensa od 2 do 10, od 1 do 9;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-058;ul. Junoszy Klemensa od 12 do ostatniego, od 11 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-059;ul. Aleje Racławickie od 1 do 17;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-060;ul. Głowackiego Bartosza;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-060;ul. Księżycowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-060;ul. Poniatowskiego Józefa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-060;ul. Rayskiego Konstantego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-061;ul. Dubois Stanisława;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-061;ul. Norwida Cypriana Kamila;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-064;ul. Północna od 2 do 68, od 1 do 119;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-064;ul. Prusa Bolesława;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-066;ul. Spokojna od 12 do ostatniego, od 13 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-067;ul. Ćwiklińskiej Mieczysławy;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-067;ul. Ogródkowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-067;ul. Przy Stawie;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-067;ul. Snopkowska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-068;ul. Leszczyńskiego Stanisława od 24 do ostatniego, od 17 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-069;ul. Leszczyńskiego Stanisława od 2 do 22, od 1 do 15;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-070;ul. Boczna Lubomelskiej;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-071;ul. Wieniawska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-072;ul. Czechowska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-072;ul. Lubomelska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-073;ul. Bieczyńskiego Feliksa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-073;ul. Czysta;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-073;ul. De Tramecourta Jerzego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-073;ul. Gawareckich;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-073;ul. Partyzancka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-074;ul. Spokojna od 2 do 10, od 1 do 11;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-075;ul. Chmielna od 8 do ostatniego, od 7 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-075;ul. Ewangelicka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-075;ul. Ogrodowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-076;ul. Krakowskie Przedmieście od 62 do ostatniego, od 31 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-077;ul. Jasna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-077;ul. Krótka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-078;ul. 3 Maja;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-078;ul. Cicha;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-078;ul. I Armii Wojska Polskiego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-079;ul. Chmielna od 2 do 6, od 1 do 5;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-079;ul. Dolna 3 Maja;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-080;Pl. Litewski;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-080;ul. Niecała;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-080;ul. Radziwiłłowska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-081;ul. Karmelicka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-081;ul. Księdza Staszica Stanisława;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-082;Pl. Ofiar Getta;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-082;ul. Przystankowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-082;ul. Zielona;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-082;ul. Świętoduska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-083;Poczta Lublin 004, ul. Świętoduska 22;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-084;ul. Lubartowska od 6 do 20;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-085;ul. Lubartowska od 22 do 32;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-086;ul. Szewska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-086;ul. Wodopojna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-087;ul. Browarna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-088;ul. Ciasna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-089;ul. Biernackiego Mieczysława;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-089;ul. Probostwo;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-089;ul. Sieroca;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-090;ul. Jaczewskiego Kazimierza;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-092;ul. Hirszfelda Ludwika;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-092;ul. Obywatelska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-093;ul. Chodźki Witolda od 2 do 14, od 1 do 33;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-093;ul. Kleniewskich;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-094;ul. Lubartowska od 34 do 74;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-095;ul. Połaniecka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-095;ul. Sapiehy Jana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-095;ul. Szwedzka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-097;Poczta Lublin 054, ul. Obywatelska 10;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-100;Poczta Lublin 022, ul. Podwale 11;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-101;ul. Aleje Zygmuntowskie;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-102;ul. Prymasa Wyszyńskiego Stefana od 1 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-102;ul. Zamojska od 1 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-103;ul. Boczna Rusałki;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-103;ul. Rusałka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-103;ul. Wesoła;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-104;ul. Bulwarowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-104;ul. Miła;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-105;ul. Prymasa Wyszyńskiego Stefana od 2 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-105;ul. Zamojska od 2 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-106;ul. Kąpielowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-106;ul. Przemysłowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-106;ul. Stolarska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-107;ul. Farbiarska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-107;ul. Misjonarska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-108;Al. Unii Lubelskiej;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-109;Pl. Władysława Łokietka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-109;ul. Bernardyńska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-109;ul. Królewska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-110;ul. Żmigród;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-110;ul. Kozia;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-110;ul. Miedziana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-111;ul. Bramowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-111;ul. Dominikańska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-111;ul. Gruella Teodora;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-111;ul. Rynek;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-112;ul. Grodzka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-112;ul. Złota;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-113;ul. Archidiakońska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-113;ul. Jezuicka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-114;ul. Noworybna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-114;ul. Olejna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-114;ul. Rybna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-114;ul. Szambelańska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-115;Pl. Po Farze;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-115;ul. Kowalska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-115;ul. Ku Farze;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-115;ul. Lubartowska od 2 do 4, od 1 do 25;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-116;ul. Lubartowska od 27 do 41;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-117;ul. Podwale;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-117;ul. Zamkowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-118;ul. Floriańska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-118;ul. Sienna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-119;ul. Białkowska Góra;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-119;ul. Niska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-120;ul. Cerkiewna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-120;ul. Nadstawna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-120;ul. Nowy Pl. Targowy;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-120;ul. Targowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-121;Al. Tysiąclecia;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-121;Pl. Zamkowy;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-121;ul. Działkowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-122;ul. Cyrulicza;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-122;ul. Furmańska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-123;ul. Lubartowska od 43 do 87;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-124;ul. Czwartek;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-124;ul. Księdza Słowikowskiego Michała;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-124;ul. Szkolna;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-124;ul. Wysoka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-125;Poczta Lublin 040, ul. Grodzka 7;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-126;Pl. Singera Izaaka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-126;ul. Podzamcze;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-126;ul. Ruska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-126;ul. Unicka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-127;ul. Walecznych od 2 do 8, od 1 do 7;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-128;ul. Dolińskiego Gustawa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-128;ul. Lwowska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-128;ul. Okrzei Stefana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-129;ul. Kalinowszczyzna od 2 do 62, od 1 do 31;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-130;ul. Dembowskiego Edwarda;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-130;ul. Krzemieniecka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-132;Poczta Lublin 003, ul. Okrzei 2;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-133;ul. Fałata Juliana;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-133;ul. Malczewskiego Jacka;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-133;ul. Pankiewicza Józefa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-133;ul. Szymanowskiego Karola;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-134;ul. Wiejska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-135;ul. Dworska;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-135;ul. Ludowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-135;ul. Ponikwoda;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-135;ul. Prosta;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-135;ul. Ustronie;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-136;ul. Aroniowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-136;ul. Berberysowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-136;ul. Mirtowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-136;ul. Łubinowa;Lublin;lubelskie;Miasto Lublin na prawach powiatu
20-136;ul. Walecznych od 10 do ostatniego, od 9 do ostatniego;Lublin;lubelskie;Miasto Lublin na prawach powiatu
